Student ID,Grade,GPA
S07660,C,2.28
S00115,A+,3.64
S08861,C,2.53
S05650,B,3.47
S09845,D,1.74
S00499,A+,3.93
S07823,C,2.5
S00721,A+,3.75
S07259,C,2.48
S08844,C,2.11
S05731,B,3.21
S03090,A,3.56
S07227,C,2.1
S07307,C,2.9
S06509,C,2.01
S00597,A+,3.98
S09093,C,2.09
S06096,B,3.15
S06054,B,3.48
S05165,B,3.26
S01648,A,3.55
S08168,C,2.6
S06921,C,2.85
S02701,A,3.53
S08204,C,2
S01701,A,3.57
S08944,C,2.55
S05405,B,3.07
S07220,C,2.06
S07503,C,2.77
S02943,A,3.51
S06302,B,3.43
S00087,A+,3.67
S02309,A,3.5
S02678,A,3.51
S08217,C,2.63
S07730,C,2.55
S02595,A,3.54
S05885,B,3.22
S01030,A+,3.9
S00137,A+,3.7
S06832,C,2.24
S07815,C,2.48
S02855,A,3.52
S04410,B,3.38
S01201,A+,3.88
S04718,B,3.45
S09518,D,1.5
S06595,C,2.54
S00567,A+,3.85
S07329,C,2.19
S05431,B,3.02
S03928,B,3.32
S06056,B,3.39
S07590,C,2.35
S07123,C,2.18
S06573,C,2.55
S06536,C,2.91
S08914,C,2.74
S08276,C,2.14
S02331,A,3.53
S03516,B,3.24
S02188,A,3.53
S00196,A+,3.92
S07258,C,2.99
S05667,B,3.44
S05060,B,3.34
S00803,A+,3.59
S08849,C,2.62
S09929,D,1.49
S02069,A,3.54
S09083,C,2.77
S08745,C,2.69
S00645,A+,3.71
S09375,C,2.82
S05104,B,3.03
S05461,B,3.26
S01638,A,3.56
S00121,A+,3.59
S02982,A,3.54
S05070,B,3.25
S03075,A,3.54
S08928,C,2.86
S03279,A,3.51
S02136,A,3.56
S08942,C,2.55
S04971,B,3.04
S06196,B,3.39
S00135,A+,3.95
S07732,C,2.34
S05325,B,3.25
S09641,D,1.64
S06161,B,3.44
S02560,A,3.54
S00063,A+,3.92
S01359,A+,3.84
S06726,C,2.34
S02468,A,3.51
S00680,A+,3.62
S06798,C,2.18
S00742,A+,3.91
S05308,B,3.46
S07628,C,2.07
S03642,B,3.19
S00445,A+,3.6
S08141,C,2.65
S03259,A,3.54
S04664,B,3.14
S01874,A,3.5
S06367,B,3.48
S02597,A,3.55
S01718,A,3.53
S02913,A,3.5
S02844,A,3.5
S04028,B,3.3
S05489,B,3.3
S08635,C,2.52
S08038,C,2.23
S09233,C,2.63
S00490,A+,3.94
S00494,A+,3.58
S00691,A+,3.59
S03822,B,3.09
S00603,A+,3.59
S01912,A,3.51
S01015,A+,3.85
S06157,B,3.06
S01994,A,3.52
S05770,B,3.02
S03758,B,3.4
S02367,A,3.56
S05284,B,3.44
S04371,B,3.33
S06884,C,2.93
S07012,C,2.64
S01362,A+,3.57
S08462,C,2.23
S01527,A,3.5
S01328,A+,3.69
S08508,C,2.78
S09032,C,2.79
S01552,A,3.52
S07770,C,2.83
S09909,D,1.54
S01338,A+,3.86
S03902,B,3.43
S03011,A,3.54
S05042,B,3
S08826,C,2.43
S02251,A,3.51
S06534,C,2.59
S05040,B,3.33
S02347,A,3.5
S09283,C,2.36
S05486,B,3.24
S02785,A,3.52
S05120,B,3.5
S07551,C,2.06
S05556,B,3
S05600,B,3.22
S07631,C,2.26
S00151,A+,3.98
S02805,A,3.52
S05875,B,3.41
S02087,A,3.5
S03752,B,3.13
S05613,B,3.37
S02260,A,3.5
S04018,B,3.13
S06114,B,3.07
S06059,B,3.34
S02425,A,3.54
S08035,C,2.86
S03857,B,3.35
S00860,A+,3.62
S08171,C,2.05
S07592,C,2.44
S08098,C,2.7
S07321,C,2.26
S08564,C,2.65
S04740,B,3.29
S08595,C,2.44
S04463,B,3.48
S05529,B,3.02
S01365,A+,3.9
S01780,A,3.55
S09222,C,2.97
S04786,B,3.31
S06335,B,3.42
S01819,A,3.57
S07800,C,2.62
S04938,B,3.46
S02705,A,3.5
S05286,B,3
S00176,A+,3.88
S07482,C,2.13
S02094,A,3.56
S08751,C,2.53
S03492,A,3.54
S01921,A,3.53
S00083,A+,3.61
S00817,A+,3.82
S08602,C,2.85
S07355,C,2.4
S04397,B,3.44
S09182,C,2.67
S05569,B,3.07
S00284,A+,3.89
S04121,B,3.22
S07481,C,2.74
S00610,A+,3.83
S02916,A,3.56
S01814,A,3.53
S01272,A+,3.6
S05925,B,3.38
S09596,D,1.62
S02995,A,3.57
S07110,C,2.17
S08614,C,2.45
S07357,C,2.29
S02643,A,3.53
S06554,C,2.06
S04509,B,3.02
S02306,A,3.56
S06503,C,2.47
S06261,B,3.42
S04196,B,3.31
S05563,B,3.18
S04841,B,3.37
S04656,B,3.01
S08148,C,2.58
S04169,B,3.17
S03850,B,3.15
S09848,D,1.83
S08402,C,2.4
S05254,B,3.15
S07885,C,2.01
S05534,B,3.18
S02415,A,3.52
S03555,B,3.48
S04692,B,3.02
S04499,B,3.43
S02196,A,3.57
S05046,B,3.19
S02601,A,3.53
S01519,A,3.52
S04765,B,3.48
S04315,B,3.15
S03367,A,3.51
S06066,B,3.32
S06583,C,2.02
S02634,A,3.54
S07338,C,2.66
S05634,B,3.14
S09169,C,2.13
S08790,C,2.01
S02435,A,3.52
S08278,C,2.3
S06759,C,2.09
S06612,C,2.38
S04521,B,3.36
S05588,B,3.19
S03546,B,3.29
S05966,B,3.49
S05993,B,3.03
S08806,C,2.93
S05532,B,3.2
S05445,B,3.11
S00518,A+,3.78
S06111,B,3.45
S06865,C,2.25
S07961,C,2.42
S01416,A+,3.63
S04665,B,3.41
S04457,B,3.15
S02762,A,3.52
S04856,B,3.28
S00128,A+,3.66
S03475,A,3.54
S07970,C,2.59
S04311,B,3.03
S02439,A,3.54
S03766,B,3.32
S06877,C,2.13
S05897,B,3.17
S05841,B,3.29
S08843,C,2.04
S09771,D,1.66
S01474,A+,3.74
S04822,B,3.33
S06916,C,2.31
S03561,B,3.35
S03952,B,3.28
S00050,A+,3.86
S05438,B,3.41
S09898,D,1.64
S00888,A+,3.67
S02617,A,3.57
S00517,A+,3.63
S03169,A,3.51
S02950,A,3.54
S01425,A+,3.99
S00140,A+,3.95
S01925,A,3.51
S02379,A,3.56
S03198,A,3.56
S05132,B,3.01
S00113,A+,3.98
S04560,B,3.18
S04596,B,3.01
S07998,C,2.83
S03251,A,3.53
S04691,B,3.2
S08116,C,2.27
S07768,C,2.08
S04547,B,3.43
S07085,C,2.24
S03278,A,3.54
S07543,C,2.02
S06594,C,2.86
S04069,B,3.42
S04409,B,3.47
S08645,C,2.16
S08589,C,2.32
S07385,C,2.04
S03223,A,3.55
S08211,C,2.06
S00452,A+,3.74
S03732,B,3.18
S08954,C,2.99
S04987,B,3.03
S03664,B,3.45
S02764,A,3.5
S00659,A+,3.85
S07679,C,2.58
S07677,C,2.26
S04621,B,3.1
S01000,A+,3.95
S00390,A+,3.57
S03408,A,3.56
S01477,A+,3.68
S02241,A,3.55
S02387,A,3.54
S09140,C,2.03
S00993,A+,3.59
S04998,B,3.28
S03923,B,3.28
S02973,A,3.54
S03387,A,3.54
S07886,C,2.98
S08813,C,2.54
S04770,B,3.33
S01294,A+,3.92
S01825,A,3.57
S02874,A,3.54
S04174,B,3.36
S02536,A,3.52
S09133,C,2.7
S01908,A,3.5
S00043,A+,3.74
S09492,C,2.07
S00369,A+,3.93
S01152,A+,3.66
S07753,C,2.82
S06359,B,3.31
S05913,B,3.39
S06508,C,2.73
S07526,C,2.28
S04161,B,3.49
S04288,B,3.16
S07776,C,2.28
S06715,C,2.4
S00175,A+,3.57
S01904,A,3.57
S01100,A+,3.81
S08115,C,2.59
S03409,A,3.54
S01539,A,3.57
S02293,A,3.52
S09301,C,2.48
S01364,A+,3.77
S07189,C,2.48
S06628,C,2.85
S05261,B,3.28
S06816,C,2.59
S09462,C,2.39
S00681,A+,3.77
S09316,C,2.2
S09299,C,2.97
S03665,B,3.44
S01662,A,3.53
S00509,A+,3.82
S00167,A+,3.73
S05498,B,3.38
S08300,C,2.98
S01007,A+,3.81
S09740,D,1.94
S01915,A,3.55
S03495,A,3.52
S09634,D,1.33
S09751,D,1.64
S06445,B,3.42
S04991,B,3.27
S02537,A,3.53
S01105,A+,3.63
S03876,B,3.08
S07524,C,2.96
S01753,A,3.51
S05311,B,3.09
S07297,C,2.18
S02917,A,3.54
S08975,C,2.4
S05755,B,3.2
S00153,A+,3.76
S07691,C,2.15
S05680,B,3.42
S03908,B,3.49
S09136,C,2.87
S02553,A,3.54
S02774,A,3.52
S06099,B,3.32
S03552,B,3.24
S03723,B,3.33
S09871,D,1.24
S00521,A+,3.65
S08034,C,2.54
S04539,B,3.21
S06779,C,2.22
S01823,A,3.5
S04087,B,3.34
S06149,B,3.19
S08743,C,2.85
S09473,C,2.81
S07742,C,2.88
S00310,A+,3.63
S07721,C,2.75
S08223,C,2.92
S08657,C,2.87
S03600,B,3.23
S03623,B,3.48
S03812,B,3.02
S03451,A,3.56
S04592,B,3.24
S00206,A+,3.85
S09841,D,1.6
S01136,A+,3.75
S09385,C,2.46
S02750,A,3.57
S03614,B,3.49
S00306,A+,3.88
S01850,A,3.54
S07670,C,2.52
S01989,A,3.53
S03241,A,3.52
S02799,A,3.55
S04516,B,3.4
S05631,B,3.11
S09373,C,2.25
S03110,A,3.54
S04940,B,3.46
S04060,B,3.25
S01988,A,3.54
S07158,C,2.97
S08875,C,2.01
S06614,C,2.78
S00384,A+,3.93
S05635,B,3.33
S04308,B,3.3
S03389,A,3.56
S03157,A,3.53
S09996,D,1.34
S02728,A,3.55
S06334,B,3.07
S09900,D,1.5
S08752,C,2.64
S08303,C,2.98
S06038,B,3.43
S03833,B,3.25
S08918,C,2.16
S04777,B,3.08
S04277,B,3.35
S00254,A+,3.6
S07896,C,2.07
S09591,D,1.2
S07289,C,2.07
S00279,A+,3.71
S03253,A,3.55
S02481,A,3.57
S00290,A+,3.87
S06087,B,3.11
S03076,A,3.51
S08124,C,2.66
S07599,C,2.77
S06404,B,3.34
S05090,B,3.33
S07284,C,2.22
S09718,D,1.28
S08403,C,2.75
S06122,B,3.43
S07755,C,2.97
S00271,A+,3.7
S06010,B,3.19
S04571,B,3.47
S09117,C,2.09
S09804,D,1.28
S02972,A,3.51
S06194,B,3.43
S08769,C,2.77
S04208,B,3.08
S03219,A,3.53
S01392,A+,3.59
S03976,B,3.44
S04317,B,3.23
S07960,C,2.04
S07345,C,2.39
S07449,C,2.54
S00084,A+,3.83
S00874,A+,3.93
S09606,D,1.46
S07636,C,2.11
S04558,B,3.38
S04501,B,3.18
S04648,B,3.1
S02039,A,3.5
S09695,D,1.23
S06910,C,2.6
S02451,A,3.53
S03955,B,3.23
S02330,A,3.53
S09125,C,2.91
S07045,C,2.45
S05043,B,3.29
S09365,C,2.19
S04747,B,3.1
S09368,C,2.97
S09403,C,2.54
S06492,B,3.09
S06638,C,2.28
S07226,C,2.28
S02402,A,3.51
S05521,B,3.16
S01217,A+,3.9
S08696,C,2.94
S06021,B,3.16
S06866,C,2.69
S01065,A+,3.62
S03787,B,3.12
S04411,B,3.44
S06860,C,2.2
S06761,C,2.6
S05524,B,3.49
S05997,B,3.42
S08834,C,2.22
S05889,B,3.16
S02162,A,3.52
S03009,A,3.54
S01106,A+,3.58
S06655,C,2.66
S00693,A+,3.76
S09958,D,1.38
S04957,B,3.37
S06598,C,2.28
S08481,C,2.52
S04370,B,3.42
S02766,A,3.52
S03930,B,3
S07135,C,2.79
S08736,C,2.98
S07531,C,2.28
S07529,C,2.74
S00629,A+,3.61
S02452,A,3.53
S06240,B,3.05
S07013,C,2.58
S03825,B,3.19
S08978,C,2.2
S02653,A,3.57
S09108,C,2.24
S03744,B,3.25
S02177,A,3.55
S09907,D,1.67
S09264,C,2.22
S03319,A,3.51
S06344,B,3.23
S02788,A,3.5
S04106,B,3.21
S06356,B,3.46
S01677,A,3.52
S03948,B,3.2
S04445,B,3.16
S02937,A,3.55
S09006,C,2.34
S07767,C,2.46
S05723,B,3.3
S07442,C,2.26
S02504,A,3.57
S08483,C,2.76
S02370,A,3.57
S04968,B,3.13
S05884,B,3.35
S02218,A,3.57
S05848,B,3.09
S02219,A,3.56
S03327,A,3.51
S06734,C,2.49
S03584,B,3.27
S09825,D,1.63
S03620,B,3.27
S07708,C,2.51
S06433,B,3.48
S03116,A,3.56
S00086,A+,3.96
S05974,B,3.13
S02802,A,3.56
S03672,B,3.44
S03668,B,3.38
S09795,D,1.3
S05159,B,3.04
S05726,B,3.1
S04591,B,3.25
S02020,A,3.55
S07832,C,2.26
S02526,A,3.53
S08287,C,2.76
S09207,C,2.9
S03213,A,3.5
S00520,A+,3.96
S05367,B,3.34
S06763,C,2.83
S02896,A,3.56
S00245,A+,3.79
S05931,B,3.1
S04715,B,3.19
S09568,D,1.49
S03426,A,3.54
S06932,C,2.94
S06721,C,2.52
S07411,C,2.63
S06178,B,3.01
S07251,C,2.88
S05510,B,3.38
S02002,A,3.53
S00886,A+,3.75
S00870,A+,3.71
S09689,D,1.43
S05721,B,3.21
S00357,A+,3.94
S09908,D,1.43
S05452,B,3.49
S08194,C,2
S06439,B,3.28
S07705,C,2.43
S01276,A+,3.62
S01891,A,3.51
S08687,C,2.31
S06569,C,2.14
S09624,D,1.61
S03564,B,3.38
S05788,B,3.35
S04959,B,3.19
S01547,A,3.52
S02381,A,3.51
S03824,B,3.35
S03233,A,3.57
S08400,C,2.83
S03307,A,3.55
S00493,A+,3.69
S03500,A,3.54
S06665,C,2.81
S01117,A+,3.77
S05638,B,3
S08775,C,2.36
S06147,B,3.44
S09868,D,1.85
S08776,C,2.98
S06708,C,2.87
S09949,D,1.2
S07966,C,2.66
S03646,B,3.12
S02501,A,3.53
S05678,B,3.29
S05242,B,3.47
S06519,C,2.47
S02784,A,3.55
S06159,B,3.28
S03810,B,3.13
S09429,C,2.24
S09525,D,1.44
S08600,C,2.47
S01697,A,3.52
S05686,B,3.37
S08368,C,2.27
S05940,B,3.44
S02053,A,3.57
S01777,A,3.51
S06561,C,2.31
S03314,A,3.51
S04782,B,3.27
S08539,C,2.05
S06782,C,2.28
S01593,A,3.56
S01724,A,3.5
S00216,A+,3.66
S06327,B,3.18
S08257,C,2.61
S00491,A+,3.76
S09134,C,2.09
S03484,A,3.55
S05103,B,3.36
S05188,B,3.05
S03432,A,3.52
S09199,C,2.87
S07711,C,2.52
S05514,B,3.29
S00026,A+,3.94
S03513,B,3.18
S02410,A,3.53
S03271,A,3.56
S05210,B,3.2
S08712,C,2.74
S01553,A,3.55
S09198,C,2.04
S08622,C,2.91
S03872,B,3.02
S03403,A,3.54
S04530,B,3.44
S00980,A+,3.9
S02656,A,3.57
S01848,A,3.54
S07965,C,2.36
S08241,C,2.37
S07146,C,2.26
S07300,C,2.78
S05722,B,3.05
S00516,A+,3.75
S08746,C,2.51
S08298,C,2.77
S01103,A+,3.67
S03277,A,3.53
S07218,C,2.02
S07390,C,2.92
S09078,C,2.75
S08338,C,2.83
S03997,B,3.04
S00195,A+,3.95
S04712,B,3.5
S00644,A+,3.83
S09090,C,2.39
S03286,A,3.5
S03117,A,3.54
S06477,B,3.37
S03576,B,3.4
S09024,C,2.71
S04321,B,3.15
S09993,D,1.45
S02208,A,3.57
S04553,B,3.14
S07317,C,2.57
S03719,B,3.4
S00973,A+,3.6
S04580,B,3.28
S00720,A+,3.63
S09018,C,2.87
S06156,B,3.18
S09431,C,2.09
S03897,B,3.26
S02804,A,3.57
S02567,A,3.57
S04026,B,3.41
S06199,B,3.35
S00033,A+,3.89
S08308,C,2.29
S08832,C,2.5
S09819,D,1.28
S04064,B,3.34
S08949,C,2.32
S05541,B,3.06
S01698,A,3.56
S02793,A,3.52
S02223,A,3.57
S05819,B,3.47
S09663,D,1.67
S03765,B,3.05
S03867,B,3.05
S06422,B,3.01
S09400,C,2.42
S08939,C,2.27
S06672,C,2.03
S07979,C,2.06
S03759,B,3.13
S09775,D,1.58
S03228,A,3.51
S07803,C,2.97
S03924,B,3.05
S03905,B,3.26
S02278,A,3.55
S06811,C,2.36
S01402,A+,3.61
S00740,A+,3.99
S04267,B,3.07
S09862,D,1.8
S07353,C,2
S07519,C,2.44
S03852,B,3.37
S08632,C,2.31
S02662,A,3.55
S06505,C,2.75
S09800,D,1.49
S00675,A+,3.67
S07106,C,2.58
S06361,B,3.14
S03842,B,3.06
S01816,A,3.53
S09490,C,2.1
S09839,D,1.56
S09202,C,2.12
S04654,B,3.41
S08693,C,2.92
S02101,A,3.54
S07712,C,2.48
S01674,A,3.52
S02102,A,3.56
S04214,B,3.49
S06959,C,2.23
S01549,A,3.53
S09551,D,1.41
S03324,A,3.53
S09584,D,1.46
S00356,A+,3.62
S05185,B,3.23
S01462,A+,3.74
S07625,C,2.68
S09386,C,2.05
S03221,A,3.53
S00940,A+,3.86
S05148,B,3.14
S05924,B,3.22
S07884,C,2.31
S01752,A,3.55
S09469,C,2.35
S07598,C,2.24
S01773,A,3.56
S01197,A+,3.81
S01879,A,3.5
S02669,A,3.53
S03172,A,3.52
S02017,A,3.55
S02006,A,3.52
S08273,C,2.87
S03894,B,3.39
S09992,D,1.75
S03238,A,3.53
S04425,B,3.3
S04745,B,3.2
S02079,A,3.54
S05220,B,3.24
S00397,A+,3.71
S02789,A,3.53
S08878,C,2.81
S08639,C,2.7
S04073,B,3.36
S05575,B,3.31
S08370,C,2.87
S09508,D,1.62
S05356,B,3.28
S07234,C,2.92
S09484,C,2.44
S06821,C,2.95
S01520,A,3.56
S08197,C,2.11
S01379,A+,3.98
S05673,B,3.02
S01024,A+,3.65
S02588,A,3.5
S07043,C,2.82
S05622,B,3.02
S07638,C,2.21
S05009,B,3.09
S02858,A,3.55
S08255,C,2.11
S05772,B,3.38
S05843,B,3.34
S08028,C,2.78
S05833,B,3.34
S01630,A,3.51
S04889,B,3.28
S04527,B,3.24
S03524,B,3.43
S05905,B,3.24
S07782,C,2.91
S03608,B,3.49
S09419,C,2.09
S05221,B,3.34
S00235,A+,3.62
S07756,C,2.48
S03797,B,3.05
S04119,B,3.08
S06319,B,3.25
S05002,B,3.48
S03801,B,3.2
S07810,C,2.13
S03900,B,3.29
S05025,B,3.33
S01949,A,3.52
S06362,B,3.42
S00471,A+,3.81
S09945,D,1.89
S03493,A,3.5
S06092,B,3.32
S02672,A,3.54
S09801,D,1.47
S02225,A,3.55
S01107,A+,3.62
S02189,A,3.5
S00819,A+,3.9
S05572,B,3.26
S04524,B,3.06
S05794,B,3.4
S09382,C,2.93
S08781,C,2.37
S07460,C,2.3
S02625,A,3.55
S07095,C,2.48
S09393,C,2.87
S09917,D,1.82
S09120,C,2.9
S00889,A+,3.67
S02438,A,3.52
S06057,B,3.33
S07065,C,2.93
S00818,A+,3.81
S08935,C,2.49
S03415,A,3.55
S06353,B,3.21
S02342,A,3.54
S09030,C,2.85
S03168,A,3.51
S01810,A,3.52
S08036,C,2.47
S01265,A+,3.59
S05087,B,3.37
S09676,D,1.77
S05836,B,3.39
S05195,B,3.3
S04450,B,3.24
S04946,B,3.47
S04046,B,3.03
S06504,C,2.87
S03703,B,3.01
S01036,A+,3.59
S09257,C,2.08
S05591,B,3.06
S01229,A+,3.7
S10000,D,1.39
S06812,C,2.74
S05142,B,3.12
S00053,A+,3.87
S09068,C,2.72
S08396,C,2.44
S00160,A+,3.78
S07553,C,2.62
S01588,A,3.5
S01590,A,3.54
S09842,D,1.44
S09329,C,2.75
S06931,C,2.27
S06597,C,2.15
S06175,B,3.42
S08099,C,2.72
S03859,B,3.39
S09815,D,1.68
S06692,C,2.89
S02829,A,3.51
S00437,A+,3.91
S08275,C,2.64
S08169,C,2.7
S03879,B,3.26
S01589,A,3.53
S02781,A,3.52
S08982,C,2.24
S08562,C,2.17
S05687,B,3.19
S03966,B,3.06
S04728,B,3.29
S00974,A+,3.65
S01239,A+,3.96
S02952,A,3.51
S02343,A,3.52
S06521,C,2.87
S07311,C,2.75
S06047,B,3.13
S02159,A,3.55
S09289,C,2.05
S06590,C,2.68
S01498,A+,3.63
S04546,B,3.1
S06466,B,3.46
S04258,B,3.49
S02423,A,3.51
S08565,C,2.18
S05186,B,3.08
S05648,B,3.12
S00358,A+,3.78
S05243,B,3.35
S08012,C,2.63
S09241,C,2.58
S02093,A,3.5
S05410,B,3.4
S02016,A,3.5
S09060,C,2.12
S04045,B,3.43
S00188,A+,3.6
S06859,C,2.99
S03656,B,3.33
S03427,A,3.53
S07195,C,2.65
S01382,A+,3.81
S07469,C,2.1
S00414,A+,3.58
S05038,B,3.18
S04898,B,3.01
S03337,A,3.55
S03607,B,3.12
S03176,A,3.56
S02242,A,3.51
S09709,D,1.9
S07797,C,2.25
S00257,A+,3.61
S08621,C,2.22
S00201,A+,3.73
S02236,A,3.54
S04744,B,3.46
S01768,A,3.51
S04237,B,3.07
S06730,C,2.05
S08451,C,2.74
S07278,C,2.96
S01573,A,3.52
S00025,A+,3.94
S03364,A,3.52
S01089,A+,3.83
S04675,B,3.12
S02695,A,3.54
S07583,C,2.48
S03399,A,3.52
S03560,B,3.48
S09157,C,2.27
S02842,A,3.56
S02312,A,3.51
S08334,C,2.43
S03235,A,3.55
S04153,B,3.3
S01310,A+,3.95
S00696,A+,3.94
S09860,D,1.49
S03753,B,3.06
S06338,B,3.09
S01228,A+,3.83
S02000,A,3.51
S00277,A+,3.71
S08177,C,2.96
S07665,C,2.93
S05930,B,3.02
S02954,A,3.57
S03638,B,3.05
S03907,B,3.28
S04779,B,3
S05846,B,3.09
S09699,D,1.47
S04118,B,3.01
S07031,C,2.91
S01138,A+,3.75
S02768,A,3.5
S02335,A,3.54
S07707,C,2.38
S00943,A+,3.87
S07663,C,2.87
S02491,A,3.54
S09680,D,1.42
S06291,B,3.4
S04936,B,3.02
S03936,B,3.19
S06957,C,2.59
S02385,A,3.5
S00116,A+,3.9
S01864,A,3.52
S09977,D,1.49
S03120,A,3.52
S04259,B,3.03
S06706,C,2.82
S00903,A+,3.7
S02820,A,3.57
S03823,B,3.34
S08162,C,2.7
S06891,C,2.13
S09091,C,2.59
S04700,B,3.03
S08919,C,2.95
S03803,B,3.26
S06069,B,3.4
S05811,B,3.11
S03537,B,3.1
S03826,B,3.05
S08643,C,2.1
S08609,C,2.2
S04811,B,3.28
S01947,A,3.54
S08601,C,2.66
S07137,C,2.86
S05336,B,3.05
S03489,A,3.54
S01611,A,3.52
S07462,C,2.93
S08474,C,2.86
S04678,B,3.01
S04960,B,3.43
S05868,B,3.04
S08764,C,2.37
S04762,B,3.44
S02195,A,3.57
S08004,C,2.01
S05702,B,3.3
S05114,B,3.29
S00558,A+,3.75
S08066,C,2.59
S05140,B,3.37
S01208,A+,3.71
S07034,C,2.85
S07310,C,2.18
S01511,A,3.51
S06770,C,2.01
S03830,B,3.22
S03733,B,3.39
S07958,C,2.67
S03212,A,3.51
S03631,B,3.03
S01709,A,3.52
S01846,A,3.51
S00267,A+,3.73
S05986,B,3.28
S01141,A+,3.9
S03163,A,3.56
S06208,B,3.02
S02047,A,3.53
S03731,B,3.34
S01910,A,3.5
S07308,C,2.7
S02661,A,3.52
S00657,A+,3.83
S06661,C,2.37
S01308,A+,3.92
S09430,C,2.36
S00999,A+,3.72
S07433,C,2.27
S02835,A,3.57
S09179,C,2.28
S05881,B,3.19
S01238,A+,3.78
S02152,A,3.57
S07920,C,2.98
S09696,D,1.21
S07190,C,2.06
S08304,C,2.75
S06579,C,2.6
S05092,B,3.45
S02187,A,3.54
S01135,A+,3.77
S05005,B,3.06
S07975,C,2.29
S01304,A+,3.94
S08469,C,2.09
S01628,A,3.53
S09282,C,2.16
S01523,A,3.51
S09811,D,1.48
S00359,A+,3.76
S00139,A+,3.9
S00300,A+,3.63
S01557,A,3.54
S05100,B,3.02
S00383,A+,3.94
S08313,C,2.81
S06949,C,2.81
S04858,B,3.02
S03181,A,3.55
S01440,A+,3.61
S07270,C,2.5
S05674,B,3.35
S00947,A+,3.73
S02391,A,3.55
S05499,B,3.23
S07074,C,2.89
S09231,C,2.67
S02722,A,3.54
S01933,A,3.52
S07424,C,2.94
S03237,A,3.55
S03141,A,3.56
S04164,B,3.02
S08889,C,2.33
S03808,B,3.27
S09480,C,2.89
S06984,C,2.58
S08905,C,2.38
S09723,D,1.56
S04155,B,3.09
S04173,B,3.45
S00797,A+,3.66
S02417,A,3.5
S07171,C,2.26
S06140,B,3.33
S00786,A+,3.61
S07068,C,2.7
S03159,A,3.56
S00124,A+,3.64
S09458,C,2.45
S09247,C,2.04
S02173,A,3.5
S02170,A,3.55
S06881,C,2.11
S04010,B,3.34
S09297,C,2.91
S04341,B,3.03
S00911,A+,3.73
S06269,B,3.25
S07772,C,2.19
S02310,A,3.54
S09659,D,1.92
S03635,B,3.46
S01258,A+,3.87
S06592,C,2.82
S04459,B,3.28
S06134,B,3.01
S01179,A+,3.6
S04653,B,3.36
S06219,B,3.49
S03651,B,3.03
S00443,A+,3.8
S03416,A,3.55
S01400,A+,3.73
S01458,A+,3.93
S07525,C,2.91
S05745,B,3.47
S01055,A+,3.96
S08999,C,2.58
S03276,A,3.55
S01464,A+,3.6
S03700,B,3.24
S03760,B,3.01
S00930,A+,3.82
S05512,B,3.01
S06469,B,3.12
S08413,C,2.83
S01830,A,3.51
S02929,A,3.51
S08296,C,2.04
S06539,C,2.57
S04222,B,3.32
S03547,B,3.3
S05599,B,3.5
S08938,C,2.17
S07319,C,2.62
S08351,C,2.67
S02012,A,3.53
S00914,A+,3.93
S08249,C,2.92
S07266,C,2.82
S03220,A,3.55
S02607,A,3.57
S03265,A,3.51
S04929,B,3.49
S08662,C,2.81
S06565,C,2.07
S08130,C,2.64
S00007,A+,3.9
S02981,A,3.53
S06584,C,2.57
S03362,A,3.55
S04775,B,3.07
S01944,A,3.56
S07453,C,2.15
S05500,B,3.24
S01636,A,3.54
S01142,A+,3.96
S02042,A,3.55
S06704,C,2.62
S07819,C,2.39
S02071,A,3.52
S03135,A,3.5
S05161,B,3.3
S08332,C,2.85
S05276,B,3.33
S02243,A,3.54
S01475,A+,3.67
S08591,C,2.84
S01890,A,3.54
S03436,A,3.54
S07594,C,2.16
S07746,C,2.08
S03706,B,3.35
S02022,A,3.55
S04021,B,3.36
S08831,C,2.03
S08444,C,2.98
S03501,B,3.1
S02659,A,3.52
S08457,C,2.01
S06889,C,2.41
S01131,A+,3.69
S05558,B,3.23
S07359,C,2.16
S01820,A,3.52
S07539,C,2.9
S09387,C,2.58
S04319,B,3.18
S09605,D,1.62
S04145,B,3.32
S04670,B,3.36
S01237,A+,3.92
S05477,B,3
S09837,D,1.75
S01857,A,3.54
S02283,A,3.52
S08694,C,2.23
S09321,C,2.38
S04094,B,3.39
S07062,C,2.8
S05201,B,3.21
S06402,B,3.15
S09930,D,1.28
S03422,A,3.51
S09270,C,2.03
S00387,A+,3.67
S08549,C,2.58
S01629,A,3.51
S03586,B,3.09
S07413,C,2.49
S02715,A,3.55
S07172,C,2.12
S08436,C,2.43
S09322,C,2.2
S05660,B,3.35
S03190,A,3.55
S09969,D,1.79
S04306,B,3.08
S00910,A+,3.58
S05386,B,3.42
S01997,A,3.55
S01867,A,3.54
S01843,A,3.53
S02498,A,3.56
S00202,A+,3.73
S07906,C,2.23
S07725,C,2.85
S05055,B,3.14
S05890,B,3.2
S04007,B,3.15
S09902,D,1.57
S02703,A,3.57
S03450,A,3.52
S00332,A+,3.8
S07140,C,2.02
S08961,C,2.26
S09820,D,1.56
S07177,C,2.91
S02460,A,3.54
S01775,A,3.54
S06629,C,2.9
S07597,C,2.83
S07987,C,2.81
S02687,A,3.56
S09148,C,2.12
S00990,A+,3.62
S09047,C,2.98
S08349,C,2.53
S08876,C,2.19
S08551,C,2.74
S05807,B,3.13
S08734,C,2.68
S08698,C,2.95
S06575,C,2.45
S03053,A,3.53
